"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","160.161.74.108","10.10.10.10","TCP","60","41885  >  25565 [SYN] Seq=0 Win=0 Len=0"
"2","0.000629","80.24.71.108","10.10.10.10","TCP","60","301  >  25565 [SYN] Seq=0 Win=0 Len=0"
"3","0.001186","64.93.51.108","10.10.10.10","TCP","60","3517  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4","0.001294","190.238.52.108","10.10.10.10","TCP","60","12707  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5","0.001864","112.124.85.108","10.10.10.10","TCP","60","49869  >  25565 [SYN] Seq=0 Win=0 Len=0"
"6","0.002217","38.19.55.108","10.10.10.10","TCP","60","49467  >  25565 [SYN] Seq=0 Win=0 Len=0"
"7","0.002291","22.13.62.108","10.10.10.10","TCP","60","30283  >  25565 [SYN] Seq=0 Win=0 Len=0"
"8","0.002645","108.233.74.108","10.10.10.10","TCP","60","60265  >  25565 [SYN] Seq=0 Win=0 Len=0"
"9","0.003241","122.60.73.108","10.10.10.10","TCP","60","47055  >  25565 [SYN] Seq=0 Win=0 Len=0"
"10","0.003323","202.197.75.108","10.10.10.10","TCP","60","23103  >  25565 [SYN] Seq=0 Win=0 Len=0"
"11","0.003534","130.153.72.108","10.10.10.10","TCP","60","39015  >  25565 [SYN] Seq=0 Win=0 Len=0"
"12","0.004140","84.121.78.108","10.10.10.10","TCP","60","47457  >  25565 [SYN] Seq=0 Win=0 Len=0"
"13","0.004284","194.204.81.108","10.10.10.10","TCP","60","29479  >  25565 [SYN] Seq=0 Win=0 Len=0"
"14","0.006145","62.150.70.108","10.10.10.10","TCP","60","11043  >  25565 [SYN] Seq=0 Win=0 Len=0"
"15","0.006941","26.140.178.108","10.10.10.10","TCP","60","29423  >  25565 [SYN] Seq=0 Win=0 Len=0"
"16","0.008800","76.14.170.108","10.10.10.10","TCP","60","33097  >  25565 [SYN] Seq=0 Win=0 Len=0"
"17","0.009134","212.7.169.108","10.10.10.10","TCP","60","4321  >  25565 [SYN] Seq=0 Win=0 Len=0"
"18","0.009924","94.237.230.108","10.10.10.10","TCP","60","14147  >  25565 [SYN] Seq=0 Win=0 Len=0"
"19","0.010415","146.59.230.108","10.10.10.10","TCP","60","2199  >  25565 [SYN] Seq=0 Win=0 Len=0"
"20","0.010616","78.100.228.108","10.10.10.10","TCP","60","39763  >  25565 [SYN] Seq=0 Win=0 Len=0"
"21","0.011027","164.64.236.108","10.10.10.10","TCP","60","8977  >  25565 [SYN] Seq=0 Win=0 Len=0"
"22","0.011469","118.137.232.108","10.10.10.10","TCP","60","65323  >  25565 [SYN] Seq=0 Win=0 Len=0"
"23","0.012075","116.201.165.108","10.10.10.10","TCP","60","29825  >  25565 [SYN] Seq=0 Win=0 Len=0"
"24","0.012435","96.150.248.108","10.10.10.10","TCP","60","27357  >  25565 [SYN] Seq=0 Win=0 Len=0"
"25","0.012436","174.162.13.108","10.10.10.10","TCP","60","55731  >  25565 [SYN] Seq=0 Win=0 Len=0"
"26","0.012685","138.186.249.108","10.10.10.10","TCP","60","8575  >  25565 [SYN] Seq=0 Win=0 Len=0"
"27","0.014148","84.66.5.108","10.10.10.10","TCP","60","44129  >  25565 [SYN] Seq=0 Win=0 Len=0"
"28","0.014869","178.224.6.108","10.10.10.10","TCP","60","6967  >  25565 [SYN] Seq=0 Win=0 Len=0"
"29","0.015139","44.222.248.108","10.10.10.10","TCP","60","45737  >  25565 [SYN] Seq=0 Win=0 Len=0"
"30","0.015401","18.23.248.108","10.10.10.10","TCP","60","48663  >  25565 [SYN] Seq=0 Win=0 Len=0"
"31","0.015402","180.209.247.108","10.10.10.10","TCP","60","20289  >  25565 [SYN] Seq=0 Win=0 Len=0"
"32","0.015403","162.211.250.108","10.10.10.10","TCP","60","64519  >  25565 [SYN] Seq=0 Win=0 Len=0"
"33","0.015502","116.78.201.108","10.10.10.10","TCP","60","9089  >  25565 [SYN] Seq=0 Win=0 Len=0"
"34","0.015677","220.247.246.108","10.10.10.10","TCP","60","18681  >  25565 [SYN] Seq=0 Win=0 Len=0"
"35","0.016003","36.28.254.108","10.10.10.10","TCP","60","55441  >  25565 [SYN] Seq=0 Win=0 Len=0"
"36","0.016520","72.137.0.108","10.10.10.10","TCP","60","17877  >  25565 [SYN] Seq=0 Win=0 Len=0"
"37","0.016521","8.6.210.108","10.10.10.10","TCP","60","21  >  25565 [SYN] Seq=0 Win=0 Len=0"
"38","0.017293","114.173.253.108","10.10.10.10","TCP","60","64631  >  25565 [SYN] Seq=0 Win=0 Len=0"
"39","0.017845","120.125.199.108","10.10.10.10","TCP","60","9893  >  25565 [SYN] Seq=0 Win=0 Len=0"
"40","0.018776","190.8.125.108","10.10.10.10","TCP","60","6051  >  25565 [SYN] Seq=0 Win=0 Len=0"
"41","0.019542","60.222.159.108","10.10.10.10","TCP","60","7257  >  25565 [SYN] Seq=0 Win=0 Len=0"
"42","0.020296","40.119.150.108","10.10.10.10","TCP","60","6453  >  25565 [SYN] Seq=0 Win=0 Len=0"
"43","0.020953","216.194.148.108","10.10.10.10","TCP","60","41605  >  25565 [SYN] Seq=0 Win=0 Len=0"
"44","0.021312","144.87.8.108","10.10.10.10","TCP","60","4845  >  25565 [SYN] Seq=0 Win=0 Len=0"
"45","0.021559","24.231.11.108","10.10.10.10","TCP","60","52805  >  25565 [SYN] Seq=0 Win=0 Len=0"
"46","0.022651","108.3.148.108","10.10.10.10","TCP","60","53609  >  25565 [SYN] Seq=0 Win=0 Len=0"
"47","0.022652","154.186.160.108","10.10.10.10","TCP","60","24431  >  25565 [SYN] Seq=0 Win=0 Len=0"
"48","0.022943","180.34.137.108","10.10.10.10","TCP","60","34369  >  25565 [SYN] Seq=0 Win=0 Len=0"
"49","0.023287","28.122.145.108","10.10.10.10","TCP","60","23225  >  25565 [SYN] Seq=0 Win=0 Len=0"
"50","0.023444","54.233.149.108","10.10.10.10","TCP","60","50795  >  25565 [SYN] Seq=0 Win=0 Len=0"
"51","0.024229","178.49.152.108","10.10.10.10","TCP","60","3639  >  25565 [SYN] Seq=0 Win=0 Len=0"
"52","0.024230","84.147.151.108","10.10.10.10","TCP","60","40801  >  25565 [SYN] Seq=0 Win=0 Len=0"
"53","0.025402","184.0.134.108","10.10.10.10","TCP","60","14437  >  25565 [SYN] Seq=0 Win=0 Len=0"
"54","0.025592","106.154.125.108","10.10.10.10","TCP","60","43615  >  25565 [SYN] Seq=0 Win=0 Len=0"
"55","0.025765","58.36.137.108","10.10.10.10","TCP","60","49935  >  25565 [SYN] Seq=0 Win=0 Len=0"
"56","0.026379","140.103.143.108","10.10.10.10","TCP","60","13577  >  25565 [SYN] Seq=0 Win=0 Len=0"
"57","0.026639","102.14.248.108","10.10.10.10","TCP","60","54011  >  25565 [SYN] Seq=0 Win=0 Len=0"
"58","0.027012","188.66.251.108","10.10.10.10","TCP","60","5593  >  25565 [SYN] Seq=0 Win=0 Len=0"
"59","0.027479","158.83.240.108","10.10.10.10","TCP","60","42755  >  25565 [SYN] Seq=0 Win=0 Len=0"
"60","0.028160","32.194.239.108","10.10.10.10","TCP","60","33565  >  25565 [SYN] Seq=0 Win=0 Len=0"
"61","0.028415","88.200.240.108","10.10.10.10","TCP","60","64005  >  25565 [SYN] Seq=0 Win=0 Len=0"
"62","0.028416","118.27.11.108","10.10.10.10","TCP","60","23851  >  25565 [SYN] Seq=0 Win=0 Len=0"
"63","0.028500","182.239.241.108","10.10.10.10","TCP","60","7659  >  25565 [SYN] Seq=0 Win=0 Len=0"
"64","0.028636","90.148.151.108","10.10.10.10","TCP","60","13231  >  25565 [SYN] Seq=0 Win=0 Len=0"
"65","0.028709","116.91.238.108","10.10.10.10","TCP","60","23169  >  25565 [SYN] Seq=0 Win=0 Len=0"
"66","0.029378","176.119.241.108","10.10.10.10","TCP","60","54413  >  25565 [SYN] Seq=0 Win=0 Len=0"
"67","0.029713","150.46.7.108","10.10.10.10","TCP","60","28619  >  25565 [SYN] Seq=0 Win=0 Len=0"
"68","0.030388","104.169.13.108","10.10.10.10","TCP","60","45045  >  25565 [SYN] Seq=0 Win=0 Len=0"
"69","0.030389","192.31.142.108","10.10.10.10","TCP","60","60733  >  25565 [SYN] Seq=0 Win=0 Len=0"
"70","0.030663","144.100.7.108","10.10.10.10","TCP","60","32237  >  25565 [SYN] Seq=0 Win=0 Len=0"
"71","0.030899","24.244.11.108","10.10.10.10","TCP","60","14661  >  25565 [SYN] Seq=0 Win=0 Len=0"
"72","0.030970","198.164.14.108","10.10.10.10","TCP","60","54235  >  25565 [SYN] Seq=0 Win=0 Len=0"
"73","0.031036","2.24.17.108","10.10.10.10","TCP","60","61415  >  25565 [SYN] Seq=0 Win=0 Len=0"
"74","0.031503","98.174.241.108","10.10.10.10","TCP","60","5191  >  25565 [SYN] Seq=0 Win=0 Len=0"
"75","0.031854","112.163.48.108","10.10.10.10","TCP","60","5069  >  25565 [SYN] Seq=0 Win=0 Len=0"
"76","0.031855","174.52.49.108","10.10.10.10","TCP","60","14259  >  25565 [SYN] Seq=0 Win=0 Len=0"
"77","0.031942","64.132.14.108","10.10.10.10","TCP","60","24253  >  25565 [SYN] Seq=0 Win=0 Len=0"
"78","0.031943","110.83.40.108","10.10.10.10","TCP","60","3059  >  25565 [SYN] Seq=0 Win=0 Len=0"
"79","0.032068","210.161.239.108","10.10.10.10","TCP","60","51543  >  25565 [SYN] Seq=0 Win=0 Len=0"
"80","0.032553","96.56.28.108","10.10.10.10","TCP","60","51421  >  25565 [SYN] Seq=0 Win=0 Len=0"
"81","0.032554","222.201.29.108","10.10.10.10","TCP","60","60611  >  25565 [SYN] Seq=0 Win=0 Len=0"
"82","0.032762","60.235.49.108","10.10.10.10","TCP","60","34649  >  25565 [SYN] Seq=0 Win=0 Len=0"
"83","0.033285","28.203.35.108","10.10.10.10","TCP","60","50617  >  25565 [SYN] Seq=0 Win=0 Len=0"
"84","0.033602","194.55.44.108","10.10.10.10","TCP","60","50215  >  25565 [SYN] Seq=0 Win=0 Len=0"
"85","0.033603","38.19.55.108","10.10.10.10","TCP","60","[TCP Retransmission] 49467  >  25565 [SYN] Seq=0 Win=0 Len=0"
"86","0.033604","100.240.43.108","10.10.10.10","TCP","60","21841  >  25565 [SYN] Seq=0 Win=0 Len=0"
"87","0.033703","112.124.85.108","10.10.10.10","TCP","60","[TCP Retransmission] 49869  >  25565 [SYN] Seq=0 Win=0 Len=0"
"88","0.033916","14.20.35.108","10.10.10.10","TCP","60","52627  >  25565 [SYN] Seq=0 Win=0 Len=0"
"89","0.033994","60.196.86.108","10.10.10.10","TCP","60","13913  >  25565 [SYN] Seq=0 Win=0 Len=0"
"90","0.034234","84.228.41.108","10.10.10.10","TCP","60","2657  >  25565 [SYN] Seq=0 Win=0 Len=0"
"91","0.034634","188.95.250.110","10.10.10.10","TCP","60","15577  >  25565 [SYN] Seq=0 Win=0 Len=0"
"92","0.035335","90.229.41.108","10.10.10.10","TCP","60","40623  >  25565 [SYN] Seq=0 Win=0 Len=0"
"93","0.035853","148.197.50.108","10.10.10.10","TCP","60","13857  >  25565 [SYN] Seq=0 Win=0 Len=0"
"94","0.036140","28.96.72.108","10.10.10.10","TCP","60","29881  >  25565 [SYN] Seq=0 Win=0 Len=0"
"95","0.036218","192.248.32.110","10.10.10.10","TCP","60","5181  >  25565 [SYN] Seq=0 Win=0 Len=0"
"96","0.036568","166.175.37.110","10.10.10.10","TCP","60","51131  >  25565 [SYN] Seq=0 Win=0 Len=0"
"97","0.036654","162.41.99.233","10.10.10.10","TCP","60","34366  >  25565 [SYN] Seq=0 Win=0 Len=0"
"98","0.036992","134.195.41.108","10.10.10.10","TCP","60","43035  >  25565 [SYN] Seq=0 Win=0 Len=0"
"99","0.037520","158.112.239.110","10.10.10.10","TCP","60","52739  >  25565 [SYN] Seq=0 Win=0 Len=0"
"100","0.037828","168.154.241.110","10.10.10.10","TCP","60","14773  >  25565 [SYN] Seq=0 Win=0 Len=0"
"101","0.038008","12.1.72.90","10.10.10.10","TCP","60","16505  >  25565 [SYN] Seq=0 Win=0 Len=0"
"102","0.038009","116.120.237.110","10.10.10.10","TCP","60","33153  >  25565 [SYN] Seq=0 Win=0 Len=0"
"103","0.038403","140.227.84.233","10.10.10.10","TCP","60","13172  >  25565 [SYN] Seq=0 Win=0 Len=0"
"104","0.038475","88.229.239.110","10.10.10.10","TCP","60","8453  >  25565 [SYN] Seq=0 Win=0 Len=0"
"105","0.038476","122.18.30.90","10.10.10.10","TCP","60","53667  >  25565 [SYN] Seq=0 Win=0 Len=0"
"106","0.038718","36.15.83.233","10.10.10.10","TCP","60","32412  >  25565 [SYN] Seq=0 Win=0 Len=0"
"107","0.038849","142.231.236.110","10.10.10.10","TCP","60","33555  >  25565 [SYN] Seq=0 Win=0 Len=0"
"108","0.039516","174.81.233.110","10.10.10.10","TCP","60","41651  >  25565 [SYN] Seq=0 Win=0 Len=0"
"109","0.039595","126.27.20.90","10.10.10.10","TCP","60","43271  >  25565 [SYN] Seq=0 Win=0 Len=0"
"110","0.039661","108.77.107.233","10.10.10.10","TCP","60","62740  >  25565 [SYN] Seq=0 Win=0 Len=0"
"111","0.039662","154.228.233.110","10.10.10.10","TCP","60","13679  >  25565 [SYN] Seq=0 Win=0 Len=0"
"112","0.039760","82.222.106.233","10.10.10.10","TCP","60","53550  >  25565 [SYN] Seq=0 Win=0 Len=0"
"113","0.040367","104.198.50.110","10.10.10.10","TCP","60","6901  >  25565 [SYN] Seq=0 Win=0 Len=0"
"114","0.040379","40.193.89.233","10.10.10.10","TCP","60","4384  >  25565 [SYN] Seq=0 Win=0 Len=0"
"115","0.040708","154.91.221.233","10.10.10.10","TCP","60","4038  >  25565 [SYN] Seq=0 Win=0 Len=0"
"116","0.040824","92.201.44.110","10.10.10.10","TCP","60","23673  >  25565 [SYN] Seq=0 Win=0 Len=0"
"117","0.040825","182.44.82.233","10.10.10.10","TCP","60","31954  >  25565 [SYN] Seq=0 Win=0 Len=0"
"118","0.040902","198.102.67.89","10.10.10.10","TCP","60","60847  >  25565 [SYN] Seq=0 Win=0 Len=0"
"119","0.040954","114.116.83.233","10.10.10.10","TCP","60","3982  >  25565 [SYN] Seq=0 Win=0 Len=0"
"120","0.040955","50.153.220.233","10.10.10.10","TCP","60","59982  >  25565 [SYN] Seq=0 Win=0 Len=0"
"121","0.040955","24.17.47.110","10.10.10.10","TCP","60","42053  >  25565 [SYN] Seq=0 Win=0 Len=0"
"122","0.041204","26.59.251.110","10.10.10.10","TCP","60","32751  >  25565 [SYN] Seq=0 Win=0 Len=0"
"123","0.041502","98.203.240.110","10.10.10.10","TCP","60","15175  >  25565 [SYN] Seq=0 Win=0 Len=0"
"124","0.041575","60.145.228.233","10.10.10.10","TCP","60","21156  >  25565 [SYN] Seq=0 Win=0 Len=0"
"125","0.041576","72.93.84.233","10.10.10.10","TCP","60","44416  >  25565 [SYN] Seq=0 Win=0 Len=0"
"126","0.041577","200.92.201.110","10.10.10.10","TCP","60","22869  >  25565 [SYN] Seq=0 Win=0 Len=0"
"127","0.041878","74.3.239.110","10.10.10.10","TCP","60","24767  >  25565 [SYN] Seq=0 Win=0 Len=0"
"128","0.042160","166.20.89.233","10.10.10.10","TCP","60","52802  >  25565 [SYN] Seq=0 Win=0 Len=0"
"129","0.042161","90.190.224.110","10.10.10.10","TCP","60","2479  >  25565 [SYN] Seq=0 Win=0 Len=0"
"130","0.042463","156.157.236.110","10.10.10.10","TCP","60","55609  >  25565 [SYN] Seq=0 Win=0 Len=0"
"131","0.042554","112.17.232.233","10.10.10.10","TCP","60","42808  >  25565 [SYN] Seq=0 Win=0 Len=0"
"132","0.042555","106.41.223.233","10.10.10.10","TCP","60","48726  >  25565 [SYN] Seq=0 Win=0 Len=0"
"133","0.042853","134.156.225.110","10.10.10.10","TCP","60","4891  >  25565 [SYN] Seq=0 Win=0 Len=0"
"134","0.042995","190.19.225.233","10.10.10.10","TCP","60","32010  >  25565 [SYN] Seq=0 Win=0 Len=0"
"135","0.043182","76.189.243.110","10.10.10.10","TCP","60","36425  >  25565 [SYN] Seq=0 Win=0 Len=0"
"136","0.043335","28.164.219.110","10.10.10.10","TCP","60","12473  >  25565 [SYN] Seq=0 Win=0 Len=0"
"137","0.043470","24.155.224.233","10.10.10.10","TCP","60","25232  >  25565 [SYN] Seq=0 Win=0 Len=0"
"138","0.044226","216.236.221.110","10.10.10.10","TCP","60","30853  >  25565 [SYN] Seq=0 Win=0 Len=0"
"139","0.044227","178.91.225.110","10.10.10.10","TCP","60","58423  >  25565 [SYN] Seq=0 Win=0 Len=0"
"140","0.044444","154.47.69.110","10.10.10.10","TCP","60","64563  >  25565 [SYN] Seq=0 Win=0 Len=0"
"141","0.044659","204.41.157.231","10.10.10.10","TCP","60","9664  >  25565 [SYN] Seq=0 Win=0 Len=0"
"142","0.044733","22.81.209.110","10.10.10.10","TCP","60","12875  >  25565 [SYN] Seq=0 Win=0 Len=0"
"143","0.045063","96.17.211.110","10.10.10.10","TCP","60","13277  >  25565 [SYN] Seq=0 Win=0 Len=0"
"144","0.045246","44.88.157.97","10.10.10.10","TCP","60","44706  >  25565 [SYN] Seq=0 Win=0 Len=0"
"145","0.045246","156.252.252.233","10.10.10.10","TCP","60","43332  >  25565 [SYN] Seq=0 Win=0 Len=0"
"146","0.045558","26.178.241.233","10.10.10.10","TCP","60","40518  >  25565 [SYN] Seq=0 Win=0 Len=0"
"147","0.045559","90.222.31.233","10.10.10.10","TCP","60","8582  >  25565 [SYN] Seq=0 Win=0 Len=0"
"148","0.046038","152.185.212.110","10.10.10.10","TCP","60","40389  >  25565 [SYN] Seq=0 Win=0 Len=0"
"149","0.046099","128.236.97.233","10.10.10.10","TCP","60","34824  >  25565 [SYN] Seq=0 Win=0 Len=0"
"150","0.046099","112.192.232.110","10.10.10.10","TCP","60","32461  >  25565 [SYN] Seq=0 Win=0 Len=0"
"151","0.046267","80.211.37.233","10.10.10.10","TCP","60","40920  >  25565 [SYN] Seq=0 Win=0 Len=0"
"152","0.046329","192.73.216.110","10.10.10.10","TCP","60","49981  >  25565 [SYN] Seq=0 Win=0 Len=0"
"153","0.046330","86.118.218.110","10.10.10.10","TCP","60","24075  >  25565 [SYN] Seq=0 Win=0 Len=0"
"154","0.046541","200.248.31.233","10.10.10.10","TCP","60","15360  >  25565 [SYN] Seq=0 Win=0 Len=0"
"155","0.047219","171.112.231.199","10.10.10.10","TCP","60","26521  >  25565 [SYN] Seq=0 Win=0 Len=0"
"156","0.047279","166.0.220.110","10.10.10.10","TCP","60","30395  >  25565 [SYN] Seq=0 Win=0 Len=0"
"157","0.047877","32.11.238.108","10.10.10.10","TCP","60","24953  >  25565 [SYN] Seq=0 Win=0 Len=0"
"158","0.048491","110.213.243.233","10.10.10.10","TCP","60","33338  >  25565 [SYN] Seq=0 Win=0 Len=0"
"159","0.048492","152.148.177.206","10.10.10.10","TCP","60","59954  >  25565 [SYN] Seq=0 Win=0 Len=0"
"160","0.048649","40.154.22.147","10.10.10.10","TCP","60","43283  >  25565 [SYN] Seq=0 Win=0 Len=0"
"161","0.048801","116.213.244.168","10.10.10.10","TCP","60","58527  >  25565 [SYN] Seq=0 Win=0 Len=0"
"162","0.048879","117.225.114.53","10.10.10.10","TCP","60","16939  >  25565 [SYN] Seq=0 Win=0 Len=0"
"163","0.049059","99.243.195.130","10.10.10.10","TCP","60","21500  >  25565 [SYN] Seq=0 Win=0 Len=0"
"164","0.049304","99.124.107.157","10.10.10.10","TCP","60","19282  >  25565 [SYN] Seq=0 Win=0 Len=0"
"165","0.049547","126.150.35.233","10.10.10.10","TCP","60","36554  >  25565 [SYN] Seq=0 Win=0 Len=0"
"166","0.049802","46.70.116.6","10.10.10.10","TCP","60","59684  >  25565 [SYN] Seq=0 Win=0 Len=0"
"167","0.050185","54.237.177.153","10.10.10.10","TCP","60","42915  >  25565 [SYN] Seq=0 Win=0 Len=0"
"168","0.050186","92.221.243.233","10.10.10.10","TCP","60","54532  >  25565 [SYN] Seq=0 Win=0 Len=0"
"169","0.050503","38.231.2.69","10.10.10.10","TCP","60","12333  >  25565 [SYN] Seq=0 Win=0 Len=0"
"170","0.051065","83.75.86.157","10.10.10.10","TCP","60","22498  >  25565 [SYN] Seq=0 Win=0 Len=0"
"171","0.051139","2.111.236.62","10.10.10.10","TCP","60","32209  >  25565 [SYN] Seq=0 Win=0 Len=0"
"172","0.051280","218.147.232.233","10.10.10.10","TCP","60","51718  >  25565 [SYN] Seq=0 Win=0 Len=0"
"173","0.051912","64.65.176.235","10.10.10.10","TCP","60","29146  >  25565 [SYN] Seq=0 Win=0 Len=0"
"174","0.052049","195.23.61.42","10.10.10.10","TCP","60","30617  >  25565 [SYN] Seq=0 Win=0 Len=0"
"175","0.052117","183.171.74.157","10.10.10.10","TCP","60","36054  >  25565 [SYN] Seq=0 Win=0 Len=0"
"176","0.052432","58.182.128.84","10.10.10.10","TCP","60","62622  >  25565 [SYN] Seq=0 Win=0 Len=0"
"177","0.052617","14.199.114.3","10.10.10.10","TCP","60","8280  >  25565 [SYN] Seq=0 Win=0 Len=0"
"178","0.053606","142.170.54.83","10.10.10.10","TCP","60","59610  >  25565 [SYN] Seq=0 Win=0 Len=0"
"179","0.053607","63.53.211.90","10.10.10.10","TCP","60","11277  >  25565 [SYN] Seq=0 Win=0 Len=0"
"180","0.053927","82.117.7.88","10.10.10.10","TCP","60","33747  >  25565 [SYN] Seq=0 Win=0 Len=0"
"181","0.054000","213.75.216.133","10.10.10.10","TCP","60","16965  >  25565 [SYN] Seq=0 Win=0 Len=0"
"182","0.054192","88.33.101.196","10.10.10.10","TCP","60","18447  >  25565 [SYN] Seq=0 Win=0 Len=0"
"183","0.054527","85.192.84.156","10.10.10.10","TCP","60","22096  >  25565 [SYN] Seq=0 Win=0 Len=0"
"184","0.054790","136.145.68.53","10.10.10.10","TCP","60","3004  >  25565 [SYN] Seq=0 Win=0 Len=0"
"185","0.054791","88.110.175.150","10.10.10.10","TCP","60","3675  >  25565 [SYN] Seq=0 Win=0 Len=0"
"186","0.055094","11.37.94.156","10.10.10.10","TCP","60","9690  >  25565 [SYN] Seq=0 Win=0 Len=0"
"187","0.055096","153.3.176.156","10.10.10.10","TCP","60","10148  >  25565 [SYN] Seq=0 Win=0 Len=0"
"188","0.055193","155.3.189.24","10.10.10.10","TCP","60","23525  >  25565 [SYN] Seq=0 Win=0 Len=0"
"189","0.055347","190.193.47.124","10.10.10.10","TCP","60","6761  >  25565 [SYN] Seq=0 Win=0 Len=0"
"190","0.055420","80.194.243.3","10.10.10.10","TCP","60","38722  >  25565 [SYN] Seq=0 Win=0 Len=0"
"191","0.055629","23.68.128.213","10.10.10.10","TCP","60","46368  >  25565 [SYN] Seq=0 Win=0 Len=0"
"192","0.055630","111.9.96.156","10.10.10.10","TCP","60","56846  >  25565 [SYN] Seq=0 Win=0 Len=0"
"193","0.056046","147.31.95.156","10.10.10.10","TCP","60","12962  >  25565 [SYN] Seq=0 Win=0 Len=0"
"194","0.056788","177.204.122.46","10.10.10.10","TCP","60","26562  >  25565 [SYN] Seq=0 Win=0 Len=0"
"195","0.057236","161.40.191.156","10.10.10.10","TCP","60","35820  >  25565 [SYN] Seq=0 Win=0 Len=0"
"196","0.057413","175.91.178.156","10.10.10.10","TCP","60","47310  >  25565 [SYN] Seq=0 Win=0 Len=0"
"197","0.057576","193.145.87.157","10.10.10.10","TCP","60","59660  >  25565 [SYN] Seq=0 Win=0 Len=0"
"198","0.058203","170.80.183.29","10.10.10.10","TCP","60","51776  >  25565 [SYN] Seq=0 Win=0 Len=0"
"199","0.058281","163.0.79.156","10.10.10.10","TCP","60","30482  >  25565 [SYN] Seq=0 Win=0 Len=0"
"200","0.058344","195.241.172.163","10.10.10.10","TCP","60","45797  >  25565 [SYN] Seq=0 Win=0 Len=0"
"201","0.058345","175.252.21.144","10.10.10.10","TCP","60","4773  >  25565 [SYN] Seq=0 Win=0 Len=0"
"202","0.058425","65.102.178.156","10.10.10.10","TCP","60","37260  >  25565 [SYN] Seq=0 Win=0 Len=0"
"203","0.058426","87.23.188.156","10.10.10.10","TCP","60","23414  >  25565 [SYN] Seq=0 Win=0 Len=0"
"204","0.059124","80.44.61.21","10.10.10.10","TCP","60","6195  >  25565 [SYN] Seq=0 Win=0 Len=0"
"205","0.059125","219.56.149.77","10.10.10.10","TCP","60","20018  >  25565 [SYN] Seq=0 Win=0 Len=0"
"206","0.059208","35.213.170.156","10.10.10.10","TCP","60","8082  >  25565 [SYN] Seq=0 Win=0 Len=0"
"207","0.059209","131.163.48.147","10.10.10.10","TCP","60","30605  >  25565 [SYN] Seq=0 Win=0 Len=0"
"208","0.059601","122.188.104.179","10.10.10.10","TCP","60","19987  >  25565 [SYN] Seq=0 Win=0 Len=0"
"209","0.060001","98.211.164.30","10.10.10.10","TCP","60","42812  >  25565 [SYN] Seq=0 Win=0 Len=0"
"210","0.060622","78.62.172.40","10.10.10.10","TCP","60","10754  >  25565 [SYN] Seq=0 Win=0 Len=0"
"211","0.060623","210.128.16.155","10.10.10.10","TCP","60","47300  >  25565 [SYN] Seq=0 Win=0 Len=0"
"212","0.060706","29.99.185.156","10.10.10.10","TCP","60","58968  >  25565 [SYN] Seq=0 Win=0 Len=0"
"213","0.060964","86.187.185.251","10.10.10.10","TCP","60","24528  >  25565 [SYN] Seq=0 Win=0 Len=0"
"214","0.061123","88.91.21.116","10.10.10.10","TCP","60","9798  >  25565 [SYN] Seq=0 Win=0 Len=0"
"215","0.061124","194.247.206.103","10.10.10.10","TCP","60","39772  >  25565 [SYN] Seq=0 Win=0 Len=0"
"216","0.061220","79.241.0.156","10.10.10.10","TCP","60","33006  >  25565 [SYN] Seq=0 Win=0 Len=0"
"217","0.061548","178.116.178.237","10.10.10.10","TCP","60","61138  >  25565 [SYN] Seq=0 Win=0 Len=0"
"218","0.061784","31.254.221.156","10.10.10.10","TCP","60","40990  >  25565 [SYN] Seq=0 Win=0 Len=0"
"219","0.061945","46.182.118.170","10.10.10.10","TCP","60","18445  >  25565 [SYN] Seq=0 Win=0 Len=0"
"220","0.062018","139.170.23.82","10.10.10.10","TCP","60","15405  >  25565 [SYN] Seq=0 Win=0 Len=0"
"221","0.062084","120.165.222.251","10.10.10.10","TCP","60","35096  >  25565 [SYN] Seq=0 Win=0 Len=0"
"222","0.062163","221.143.176.156","10.10.10.10","TCP","60","2968  >  25565 [SYN] Seq=0 Win=0 Len=0"
"223","0.062228","209.27.253.156","10.10.10.10","TCP","60","59772  >  25565 [SYN] Seq=0 Win=0 Len=0"
"224","0.062554","203.58.231.156","10.10.10.10","TCP","60","1818  >  25565 [SYN] Seq=0 Win=0 Len=0"
"225","0.062803","93.162.231.156","10.10.10.10","TCP","60","4632  >  25565 [SYN] Seq=0 Win=0 Len=0"
"226","0.062804","78.194.212.88","10.10.10.10","TCP","60","33669  >  25565 [SYN] Seq=0 Win=0 Len=0"
"227","0.062805","39.247.17.113","10.10.10.10","TCP","60","35231  >  25565 [SYN] Seq=0 Win=0 Len=0"
"228","0.063297","193.122.233.156","10.10.10.10","TCP","60","62988  >  25565 [SYN] Seq=0 Win=0 Len=0"
"229","0.063298","151.86.234.156","10.10.10.10","TCP","60","34614  >  25565 [SYN] Seq=0 Win=0 Len=0"
"230","0.064108","123.181.124.9","10.10.10.10","TCP","60","41223  >  25565 [SYN] Seq=0 Win=0 Len=0"
"231","0.064234","137.97.229.156","10.10.10.10","TCP","60","15028  >  25565 [SYN] Seq=0 Win=0 Len=0"
"232","0.064981","11.14.240.156","10.10.10.10","TCP","60","13018  >  25565 [SYN] Seq=0 Win=0 Len=0"
