"No.","Time","Source","Destination","Protocol","Length","Info"
"4934","0.259333","112.69.6.66","10.10.10.10","TCP","60","52651  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4935","0.259394","178.136.188.144","10.10.10.10","TCP","60","65215  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4936","0.259395","110.24.33.209","10.10.10.10","TCP","60","45310  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4937","0.259469","86.246.105.144","10.10.10.10","TCP","60","14785  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4938","0.259470","82.110.116.76","10.10.10.10","TCP","60","42975  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4939","0.259471","215.151.230.133","10.10.10.10","TCP","60","43903  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4940","0.259547","73.201.240.164","10.10.10.10","TCP","60","48008  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4941","0.259548","97.143.39.59","10.10.10.10","TCP","60","46841  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4942","0.259549","70.241.151.33","10.10.10.10","TCP","60","25331  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4943","0.259550","5.10.221.117","10.10.10.10","TCP","60","43960  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4944","0.259551","139.30.28.144","10.10.10.10","TCP","60","17192  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4945","0.259650","74.184.243.11","10.10.10.10","TCP","60","7956  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4946","0.259651","86.102.190.245","10.10.10.10","TCP","60","7177  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4947","0.259652","93.1.39.157","10.10.10.10","TCP","60","42931  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4948","0.259652","38.147.77.50","10.10.10.10","TCP","60","8220  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4949","0.259653","101.198.145.15","10.10.10.10","TCP","60","23220  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4950","0.259717","222.201.25.7","10.10.10.10","TCP","60","15457  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4951","0.259717","103.125.62.76","10.10.10.10","TCP","60","6496  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4952","0.259718","77.143.207.99","10.10.10.10","TCP","60","17583  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4953","0.259719","141.210.131.76","10.10.10.10","TCP","60","48834  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4954","0.259719","28.89.7.150","10.10.10.10","TCP","60","32568  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4955","0.259720","97.1.194.221","10.10.10.10","TCP","60","47253  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4956","0.259835","148.73.222.11","10.10.10.10","TCP","60","53545  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4957","0.259836","122.252.136.67","10.10.10.10","TCP","60","12363  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4958","0.259836","174.50.221.126","10.10.10.10","TCP","60","18466  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4959","0.259837","39.174.5.139","10.10.10.10","TCP","60","14556  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4960","0.259838","132.4.125.103","10.10.10.10","TCP","60","56872  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4961","0.259838","177.54.251.81","10.10.10.10","TCP","60","1433  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4962","0.259940","196.100.83.63","10.10.10.10","TCP","60","32707  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4963","0.259941","199.90.124.241","10.10.10.10","TCP","60","56143  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4964","0.259942","179.84.7.234","10.10.10.10","TCP","60","18885  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4965","0.259943","197.210.246.70","10.10.10.10","TCP","60","61519  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4966","0.259944","162.229.195.137","10.10.10.10","TCP","60","23056  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4967","0.259944","62.229.164.195","10.10.10.10","TCP","60","33635  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4968","0.260077","86.214.18.150","10.10.10.10","TCP","60","12887  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4969","0.260078","177.177.253.25","10.10.10.10","TCP","60","7170  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4970","0.260079","211.14.231.193","10.10.10.10","TCP","60","25840  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4971","0.260079","20.114.171.159","10.10.10.10","TCP","60","35088  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4972","0.260080","1.190.213.166","10.10.10.10","TCP","60","9407  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4973","0.260151","6.182.50.90","10.10.10.10","TCP","60","56839  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4974","0.260152","45.181.93.66","10.10.10.10","TCP","60","52311  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4975","0.260153","32.158.248.156","10.10.10.10","TCP","60","17736  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4976","0.260218","222.56.178.231","10.10.10.10","TCP","60","53263  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4977","0.260219","6.249.11.184","10.10.10.10","TCP","60","53621  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4978","0.260220","102.122.150.48","10.10.10.10","TCP","60","26023  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4979","0.260220","39.170.11.60","10.10.10.10","TCP","60","48400  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4980","0.260352","81.182.151.233","10.10.10.10","TCP","60","32208  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4981","0.260353","64.200.126.176","10.10.10.10","TCP","60","44981  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4982","0.260421","106.222.111.243","10.10.10.10","TCP","60","40953  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4983","0.260422","29.62.14.206","10.10.10.10","TCP","60","33214  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4984","0.260423","85.4.190.169","10.10.10.10","TCP","60","32822  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4985","0.260423","220.35.127.221","10.10.10.10","TCP","60","65392  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4986","0.260567","42.117.152.21","10.10.10.10","TCP","60","54395  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4987","0.260568","37.203.135.170","10.10.10.10","TCP","60","2203  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4988","0.260569","208.139.220.28","10.10.10.10","TCP","60","7584  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4989","0.260570","134.186.138.245","10.10.10.10","TCP","60","35255  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4990","0.260571","30.7.185.31","10.10.10.10","TCP","60","50117  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4991","0.260571","193.48.208.204","10.10.10.10","TCP","60","34735  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4992","0.260699","141.85.116.150","10.10.10.10","TCP","60","44396  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4993","0.260700","33.222.98.34","10.10.10.10","TCP","60","59868  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4994","0.260701","104.237.88.96","10.10.10.10","TCP","60","31716  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4995","0.260701","153.160.72.70","10.10.10.10","TCP","60","5354  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4996","0.260702","55.151.182.161","10.10.10.10","TCP","60","[TCP Retransmission] 25041  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4997","0.260702","7.4.144.192","10.10.10.10","TCP","60","23664  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4998","0.260703","118.40.126.160","10.10.10.10","TCP","60","45658  >  25565 [SYN] Seq=0 Win=0 Len=0"
"4999","0.260822","44.235.205.120","10.10.10.10","TCP","60","36061  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5000","0.260823","110.116.63.58","10.10.10.10","TCP","60","3888  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5001","0.260824","200.145.188.43","10.10.10.10","TCP","60","3172  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5002","0.260825","117.113.217.83","10.10.10.10","TCP","60","37286  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5003","0.260826","199.238.198.21","10.10.10.10","TCP","60","45558  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5004","0.260826","193.216.111.208","10.10.10.10","TCP","60","40762  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5005","0.260827","24.77.27.13","10.10.10.10","TCP","60","35605  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5006","0.260828","152.92.144.217","10.10.10.10","TCP","60","44018  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5007","0.260940","178.32.154.27","10.10.10.10","TCP","60","28293  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5008","0.260941","103.91.117.24","10.10.10.10","TCP","60","44020  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5009","0.260942","95.189.155.81","10.10.10.10","TCP","60","51393  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5010","0.261034","110.91.112.34","10.10.10.10","TCP","60","26381  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5011","0.261146","142.137.16.107","10.10.10.10","TCP","60","61436  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5012","0.261149","53.40.160.254","10.10.10.10","TCP","60","51271  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5013","0.261207","29.249.165.104","10.10.10.10","TCP","60","8076  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5014","0.261208","38.48.126.246","10.10.10.10","TCP","60","45762  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5015","0.261262","112.124.84.42","10.10.10.10","TCP","60","53134  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5016","0.261262","22.200.215.219","10.10.10.10","TCP","60","10824  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5017","0.261263","145.208.115.205","10.10.10.10","TCP","60","43632  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5018","0.261264","124.98.244.56","10.10.10.10","TCP","60","28662  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5019","0.261264","212.136.205.180","10.10.10.10","TCP","60","59451  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5020","0.261335","64.119.18.173","10.10.10.10","TCP","60","43110  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5021","0.261335","194.197.146.81","10.10.10.10","TCP","60","16865  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5022","0.261336","28.30.69.73","10.10.10.10","TCP","60","48599  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5023","0.261337","122.70.71.62","10.10.10.10","TCP","60","39578  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5024","0.261337","189.232.73.52","10.10.10.10","TCP","60","57527  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5025","0.261338","29.191.231.244","10.10.10.10","TCP","60","62938  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5026","0.261338","154.236.178.64","10.10.10.10","TCP","60","47737  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5027","0.261339","65.220.213.36","10.10.10.10","TCP","60","56997  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5028","0.261412","122.166.244.64","10.10.10.10","TCP","60","17617  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5029","0.261413","21.47.22.61","10.10.10.10","TCP","60","41240  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5030","0.261413","197.15.154.51","10.10.10.10","TCP","60","18627  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5031","0.261476","1.200.170.152","10.10.10.10","TCP","60","32404  >  25565 [SYN] Seq=0 Win=0 Len=0[Malformed Packet]"
"5032","0.261477","162.199.218.102","10.10.10.10","TCP","60","63294  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5033","0.261532","28.74.88.224","10.10.10.10","TCP","60","73  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5034","0.261532","117.118.245.54","10.10.10.10","TCP","60","21435  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5035","0.261533","70.142.126.141","10.10.10.10","TCP","60","2183  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5036","0.261582","219.167.127.206","10.10.10.10","TCP","60","49282  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5037","0.261582","82.184.246.42","10.10.10.10","TCP","60","23289  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5038","0.261583","119.136.163.192","10.10.10.10","TCP","60","42793  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5039","0.261637","109.52.54.189","10.10.10.10","TCP","60","33186  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5040","0.261638","150.128.72.49","10.10.10.10","TCP","60","6971  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5041","0.261738","58.244.62.172","10.10.10.10","TCP","60","44257  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5042","0.261739","123.59.24.81","10.10.10.10","TCP","60","48030  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5043","0.261740","93.115.248.247","10.10.10.10","TCP","60","60377  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5044","0.261802","34.137.93.148","10.10.10.10","TCP","60","14373  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5045","0.261852","222.56.43.18","10.10.10.10","TCP","60","25395  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5046","0.261853","29.127.194.160","10.10.10.10","TCP","60","44271  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5047","0.261853","200.214.194.56","10.10.10.10","TCP","60","53711  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5048","0.261854","65.5.49.159","10.10.10.10","TCP","60","34355  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5049","0.261855","77.127.72.171","10.10.10.10","TCP","60","29939  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5050","0.261855","203.244.197.142","10.10.10.10","TCP","60","27197  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5051","0.261968","192.81.206.116","10.10.10.10","TCP","60","30459  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5052","0.261969","172.118.97.20","10.10.10.10","TCP","60","19841  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5053","0.261970","162.82.77.247","10.10.10.10","TCP","60","52300  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5054","0.261971","83.109.13.79","10.10.10.10","TCP","60","13411  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5055","0.261971","33.218.70.13","10.10.10.10","TCP","60","45120  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5056","0.261972","46.162.121.228","10.10.10.10","TCP","60","25017  >  25565 [SYN] Seq=0 Win=0 Len=0[Malformed Packet]"
"5057","0.261973","83.176.253.114","10.10.10.10","TCP","60","50128  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5058","0.261973","209.0.216.7","10.10.10.10","TCP","60","33028  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5059","0.262049","146.159.46.13","10.10.10.10","TCP","60","26238  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5060","0.262050","151.187.222.244","10.10.10.10","TCP","60","591  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5061","0.262050","110.129.238.52","10.10.10.10","TCP","60","10990  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5062","0.262051","181.127.168.87","10.10.10.10","TCP","60","36208  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5063","0.262134","7.254.164.8","10.10.10.10","TCP","60","44992  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5064","0.262195","196.210.24.104","10.10.10.10","TCP","60","35785  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5065","0.262196","148.196.1.226","10.10.10.10","TCP","60","28405  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5066","0.262197","65.217.165.101","10.10.10.10","TCP","60","33521  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5067","0.262197","55.163.65.60","10.10.10.10","TCP","60","32797  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5068","0.262282","105.89.96.138","10.10.10.10","TCP","60","53664  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5069","0.262283","98.63.156.148","10.10.10.10","TCP","60","44614  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5070","0.262284","128.170.114.55","10.10.10.10","TCP","60","4105  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5071","0.262284","114.127.148.3","10.10.10.10","TCP","60","30303  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5072","0.262285","112.51.55.86","10.10.10.10","TCP","60","23760  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5073","0.262421","179.214.150.149","10.10.10.10","TCP","60","36653  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5074","0.262422","194.73.18.152","10.10.10.10","TCP","60","2224  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5075","0.262423","141.249.148.236","10.10.10.10","TCP","60","46999  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5076","0.262423","106.123.250.26","10.10.10.10","TCP","60","13712  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5077","0.262424","196.181.83.153","10.10.10.10","TCP","60","22540  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5078","0.262425","179.212.131.55","10.10.10.10","TCP","60","33029  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5079","0.262426","222.166.73.235","10.10.10.10","TCP","60","39263  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5080","0.262578","38.7.42.247","10.10.10.10","TCP","60","61389  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5081","0.262579","1.107.55.161","10.10.10.10","TCP","60","44043  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5082","0.262579","2.116.82.87","10.10.10.10","TCP","60","49186  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5083","0.262580","142.91.26.207","10.10.10.10","TCP","60","5475  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5084","0.262581","144.75.112.14","10.10.10.10","TCP","60","26685  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5085","0.262582","79.169.22.9","10.10.10.10","TCP","60","61788  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5086","0.262583","17.70.65.237","10.10.10.10","TCP","60","10814  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5087","0.262694","159.45.203.77","10.10.10.10","TCP","60","15446  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5088","0.262695","76.172.46.41","10.10.10.10","TCP","60","43195  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5089","0.262696","41.215.41.228","10.10.10.10","TCP","60","50596  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5090","0.262697","133.53.125.64","10.10.10.10","TCP","60","63019  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5091","0.262697","101.91.131.225","10.10.10.10","TCP","60","29424  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5092","0.262698","22.105.33.160","10.10.10.10","TCP","60","11166  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5093","0.262698","86.50.240.173","10.10.10.10","TCP","60","57268  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5094","0.262699","65.108.66.250","10.10.10.10","TCP","60","51271  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5095","0.262773","67.87.146.147","10.10.10.10","TCP","60","13537  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5096","0.262773","70.91.159.185","10.10.10.10","TCP","60","5412  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5097","0.262774","1.88.75.218","10.10.10.10","TCP","60","6869  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5098","0.262775","75.235.2.69","10.10.10.10","TCP","60","32286  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5099","0.262775","194.237.252.145","10.10.10.10","TCP","60","24131  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5100","0.262776","67.202.208.251","10.10.10.10","TCP","60","8804  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5101","0.262866","36.186.94.66","10.10.10.10","TCP","60","30515  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5102","0.262867","69.237.100.231","10.10.10.10","TCP","60","52947  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5103","0.262867","62.30.124.91","10.10.10.10","TCP","60","17652  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5104","0.262868","50.58.200.104","10.10.10.10","TCP","60","5146  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5105","0.262869","46.128.97.76","10.10.10.10","TCP","60","47412  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5106","0.262869","72.131.197.13","10.10.10.10","TCP","60","41046  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5107","0.262936","194.10.157.10","10.10.10.10","TCP","60","36599  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5108","0.262937","204.14.227.87","10.10.10.10","TCP","60","18901  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5109","0.263008","187.147.71.201","10.10.10.10","TCP","60","64006  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5110","0.263009","146.134.24.186","10.10.10.10","TCP","60","56265  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5111","0.263010","14.59.7.161","10.10.10.10","TCP","60","32239  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5112","0.263011","60.171.246.13","10.10.10.10","TCP","60","32916  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5113","0.263011","44.207.101.37","10.10.10.10","TCP","60","15223  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5114","0.263012","1.139.10.144","10.10.10.10","TCP","60","32898  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5115","0.263013","14.147.153.189","10.10.10.10","TCP","60","45044  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5116","0.263170","47.226.49.143","10.10.10.10","TCP","60","30659  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5117","0.263171","53.254.247.178","10.10.10.10","TCP","60","52966  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5118","0.263171","93.37.175.229","10.10.10.10","TCP","60","27618  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5119","0.263172","81.231.25.230","10.10.10.10","TCP","60","57888  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5120","0.263173","83.10.84.172","10.10.10.10","TCP","60","42604  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5121","0.263173","77.18.195.28","10.10.10.10","TCP","60","47414  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5122","0.263293","172.126.131.226","10.10.10.10","TCP","60","2366  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5123","0.263294","208.195.247.153","10.10.10.10","TCP","60","44058  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5124","0.263294","89.246.99.50","10.10.10.10","TCP","60","32970  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5125","0.263295","66.73.227.128","10.10.10.10","TCP","60","27311  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5126","0.263296","121.143.111.210","10.10.10.10","TCP","60","11340  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5127","0.263296","75.185.52.36","10.10.10.10","TCP","60","27113  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5128","0.263372","201.114.171.73","10.10.10.10","TCP","60","35610  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5129","0.263373","200.2.75.89","10.10.10.10","TCP","60","20861  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5130","0.263374","83.75.165.174","10.10.10.10","TCP","60","54724  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5131","0.263446","154.252.229.12","10.10.10.10","TCP","60","29469  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5132","0.263446","140.174.38.155","10.10.10.10","TCP","60","41798  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5133","0.263447","173.195.253.219","10.10.10.10","TCP","60","30979  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5134","0.263512","46.253.225.46","10.10.10.10","TCP","60","18480  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5135","0.263513","108.96.58.113","10.10.10.10","TCP","60","61108  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5136","0.263514","153.243.136.34","10.10.10.10","TCP","60","64243  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5137","0.263580","120.155.186.54","10.10.10.10","TCP","60","15985  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5138","0.263581","72.119.70.45","10.10.10.10","TCP","60","1975  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5139","0.263582","131.1.229.223","10.10.10.10","TCP","60","21548  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5140","0.263582","40.58.52.125","10.10.10.10","TCP","60","18243  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5141","0.263583","124.156.102.51","10.10.10.10","TCP","60","15728  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5142","0.263653","158.13.227.172","10.10.10.10","TCP","60","58402  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5143","0.263654","179.89.198.114","10.10.10.10","TCP","60","39030  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5144","0.263655","24.238.137.55","10.10.10.10","TCP","60","48888  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5145","0.263655","162.232.183.103","10.10.10.10","TCP","60","51086  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5146","0.263656","20.234.24.206","10.10.10.10","TCP","60","[TCP Retransmission] 25134  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5147","0.263656","193.154.188.94","10.10.10.10","TCP","60","28840  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5148","0.263657","20.240.111.40","10.10.10.10","TCP","60","19920  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5149","0.263658","76.133.44.168","10.10.10.10","TCP","60","48547  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5150","0.263732","111.29.65.254","10.10.10.10","TCP","60","6079  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5151","0.263732","31.224.67.185","10.10.10.10","TCP","60","316  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5152","0.263733","120.89.116.162","10.10.10.10","TCP","60","29609  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5153","0.263801","73.122.45.122","10.10.10.10","TCP","60","40149  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5154","0.263802","204.179.156.109","10.10.10.10","TCP","60","23840  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5155","0.263802","137.95.114.152","10.10.10.10","TCP","60","39758  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5156","0.263856","96.155.221.31","10.10.10.10","TCP","60","57709  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5157","0.263857","218.152.149.38","10.10.10.10","TCP","60","48907  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5158","0.263857","35.68.28.2","10.10.10.10","TCP","60","64729  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5159","0.263920","147.142.141.83","10.10.10.10","TCP","60","10205  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5160","0.263921","110.220.110.222","10.10.10.10","TCP","60","42064  >  25565 [SYN] Seq=0 Win=0 Len=0"
"5161","0.263922","141.109.21.24","10.10.10.10","TCP","60","[TCP Retransmission] 21073  >  25565 [SYN] Seq=0 Win=0 Len=0"
